Scholarship_ID ,Scholarship_Name,Description,Level,Host_Institution,Host_Country,Feild_Of_Study,Fully_Funded?,What_It_Covers,Special_Requirements,Application_Link,Application_Open_Date,Application_Deadline,Source_Website,Last_Verified_Date,Notes,Language_Requirements
ESP-004,ESADE Scholarships,Merit-based awards for international students in Bachelor and MBA programs.,"Bachelor, Master",ESADE Business School,Spain,"Business, Management",Partial,Tuition reduction (amount varies),"Academic excellence, professional experience, leadership potential",https://www.esade.edu/en/programmes,Varies,Varies,https://www.esade.edu,23-Aug-2025,Competitive scholarships for one of Europe's top business schools.,ENG: IELTS 6.0 | SPA: B2
ESP-005,University of Barcelona Scholarships,For international students in Master's and PhD programs.,"Master, PhD",University of Barcelona,Spain,All Disciplines,Partial,Tuition fee waivers and grants,"Academic merit, admission to UB",https://www.ub.edu/web/ub/en/estudis/oferta_formativa/masters_universitaris/beques_ajuts.html,Varies,Varies,https://www.ub.edu,23-Aug-2025,Limited number of awards available.,ENG: IELTS 6.0 | SPA: B2
ESP-006,Banco Santander Scholarships,Various scholarships funded by Santander Bank for international students.,"Bachelor, Master, PhD",Various Spanish Universities,Spain,All Disciplines,Partial,"Varies (tuition support, stipends)",Varies by specific program,https://www.becas-santander.com,Varies,Varies,https://www.becas-santander.com,23-Aug-2025,Check website for specific opportunities per university.,ENG: IELTS 6.0 | SPA: B2
ESP-007,UAM Scholarships for International Students,Financial aid for non-EU students in Master's programs.,Master,Autonomous University of Madrid,Spain,All Disciplines,Partial,Tuition fee discounts,"Academic merit, non-EU nationality, admission to UAM",https://www.uam.es/uam/en/studies/master/grants-scholarships,Varies,Varies,https://www.uam.es,23-Aug-2025,Check specific Master's program for availability.,ENG: IELTS 6.0 | SPA: B2
ESP-008,La Caixa Foundation Scholarships,Prestigious scholarships for postgraduate studies in Spain and Portugal.,"Master, PhD",Various Spanish Universities,Spain,All Disciplines,Yes,"Full tuition, monthly stipend, travel, insurance","Academic excellence, professional potential",https://obrasociallacaixa.org/en/,January,February (annual),https://obrasociallacaixa.org,23-Aug-2025,One of the most prestigious scholarships in Spain.,ENG: IELTS 6.0 | SPA: B2
ESP-009,Pablo de Olavide University Scholarships,For international students in Master's and PhD programs.,"Master, PhD",Pablo de Olavide University,Spain,All Disciplines,Partial,Tuition fee reductions,"Academic merit, admission to UPO",https://www.upo.es/escuela-doctorado/en/grants-and-aids/,Varies,Varies,https://www.upo.es,23-Aug-2025,Focus on research and academic excellence.,ENG: IELTS 6.0 | SPA: B2
ESP-010,University of Granada Scholarships,For international students in Bachelor's and Master's programs.,"Bachelor, Master",University of Granada,Spain,All Disciplines,Partial,Tuition fee waivers and grants,"Academic merit, financial need",https://escuelaposgrado.ugr.es/pages/becas_ayudas,Varies,Varies,https://www.ugr.es,23-Aug-2025,Offers a wide range of programs in English and Spanish.,ENG: IELTS 6.0 | SPA: B2
CHE-001,Swiss Government Excellence Scholarships,"For international researchers and artists for PhD, research, or postdocs.","PhD, Research, Postdoc",Swiss Public Universities,Switzerland,All Disciplines,Yes,"Monthly stipend, tuition, health insurance, housing allowance","Academic excellence, research proposal, contact with Swiss host institution",https://www.sbfi.admin.ch/sbfi/en/home/education/scholarships-and-grants/swiss-government-excellence-scholarships.html,Varies by country,Varies by country (Typically Sept-Dec),https://www.scholarships.swiss,23-Aug-2025,Applicants must apply through the Swiss Embassy in their home country.,
CHE-002,ETH Zurich ESOP,For excellent students pursuing a Master's degree at ETH Zurich.,Master,ETH Zurich,Switzerland,"Science, Technology, Engineering, Mathematics",Yes,"Full tuition waiver + living and study expenses (CHF 12,000 per semester)","Outstanding academic record, admission to an ETH Master's program",https://ethz.ch/en/studies/financial/scholarships/excellence-scholarship.html,November,December 15 (annual),https://ethz.ch,23-Aug-2025,One of the most prestigious scholarships in Europe for STEM fields.,
CHE-003,UNIL Master's Grants,For international students to pursue a Master's degree at the University of Lausanne.,Master,University of Lausanne,Switzerland,All Disciplines,Yes,"CHF 1,600 per month for entire Master's duration","Academic excellence, degree from a foreign university, under 28 years old",https://www.unil.ch/international/en/home/menuinst/etudiants-internationaux/etudier-a-lunil/bourses.html,November,November 1 (annual),https://www.unil.ch,23-Aug-2025,Very competitive; limited to a few programs.,
CHE-004,University of Geneva Excellence Fellowships,For outstanding students pursuing a Master's degree in Sciences at UNIGE.,Master,University of Geneva,Switzerland,Sciences,Yes,"CHF 10,000 to CHF 15,000 per year","Excellent academic record, admission to a Faculty of Science Master's program",https://www.unige.ch/sciences/en/education/financing-your-studies/excellence-fellowships/,January,February 28 (annual),https://www.unige.ch,23-Aug-2025,Focus on scientific research potential.,
CHE-005,EPFL Excellence Fellowships,For exceptional students accepted into an EPFL Master's program.,Master,EPFL,Switzerland,"Engineering, Technology, Computer Science, Life Sciences",Yes,"CHF 10,000 per semester + reservation of student accommodation","Outstanding academic record, admission to an EPFL Master's program",https://www.epfl.ch/education/master/financing/excellence-fellowships/,November,December 15 (annual),https://www.epfl.ch,23-Aug-2025,Awarded based on the application for admission.,
CHE-006,IMD MBA Scholarships,For outstanding MBA candidates demonstrating strong leadership and financial need.,Master,IMD Business School,Switzerland,Business Administration (MBA),Partial,"CHF 30,000 - 50,000 (towards tuition)","Admission to the IMD MBA program, varies by specific scholarship criteria",https://www.imd.org/mba/financing-your-mba/scholarships/,Varies,Varies,https://www.imd.org,23-Aug-2025,One of the world's top-ranked MBA programs.,
CHE-007,University of St.Gallen Scholarships,Need-based and merit-based scholarships for international students.,"Bachelor, Master",University of St.Gallen,Switzerland,"Business, Economics, Law, Social Sciences",Partial,"CHF 500 - CHF 5,200 per semester","Financial need, academic progress, enrollment at HSG",https://www.unisg.ch/en/studium/zulassunganmeldung/finanzierung/stipendien,Varies,Varies,https://www.unisg.ch,23-Aug-2025,Must be enrolled and demonstrate financial need.,
CHE-008,Geneva Academy Scholarships,For students in LLM in International Humanitarian Law and Human Rights.,Master,Geneva Academy,Switzerland,"International Law, Human Rights",Partial,Tuition reduction (from 10% to 100%),"Academic merit, motivation, financial need",https://www.geneva-academy.ch/studies/financial-issues,January,February (annual),https://www.geneva-academy.ch,23-Aug-2025,Focus on future careers in human rights and humanitarian law.,
CHE-009,USI Scholarships,Merit-based tuition discounts for international students at USI.,"Bachelor, Master",Università della Svizzera italiana,Switzerland,"Architecture, Communication, Economics, Informatics",Partial,20% - 50% tuition fee reduction,"Academic excellence, admission to USI",https://www.usi.ch/en/education/financial-aid-and-scholarships,Varies,Varies,https://www.usi.ch,23-Aug-2025,Automatically considered based on application for admission.,
CHE-010,Zurich Financial Services Scholarship,For students in Computational Science and Engineering at ETH Zurich.,Master,ETH Zurich,Switzerland,"Computational Science, Engineering",Partial,"CHF 12,000 per semester (for tuition and living costs)","Academic excellence, admission to the CSE Master's program at ETH",https://inf.ethz.ch/studies/master/fs/cse-scholarship.html,November,December 15 (annual),https://ethz.ch,23-Aug-2025,Sponsored by Zurich Insurance Group.,
AUT-001,Ernst Mach Grant Worldwide,For students and researchers from all disciplines to study or research in Austria.,"Master, PhD, Postdoc",Austrian Universities,Austria,All Disciplines,Yes,"Monthly allowance (€1,150 - €1,250), health insurance, travel costs","Academic excellence, citizenship of a non-European country",https://grants.at/en/,Varies,Varies by region,https://www.oead.at,23-Aug-2025,Administered by the OeAD-GmbH agency.,
AUT-002,University of Vienna Scholarships,Limited scholarships for international students in degree programs.,"Bachelor, Master",University of Vienna,Austria,All Disciplines,Partial,"Tuition fee waivers, small grants","Academic merit, financial need, admission to Uni Vienna",https://studying.univie.ac.at/financing-your-studies/scholarships/,Varies,Varies,https://www.univie.ac.at,23-Aug-2025,Highly competitive; mostly for current students.,
AUT-003,TU Wien Scholarships,For international students in Engineering and Natural Sciences.,"Bachelor, Master",TU Wien,Austria,"Engineering, Natural Sciences",Partial,"Tuition fee waivers, small stipends","Academic merit, admission to TU Wien",https://www.tuwien.at/en/studies/financing-your-studies/scholarships,Varies,Varies,https://www.tuwien.at,23-Aug-2025,Check with specific departments for funding.,
AUT-004,JKU Linz Scholarships,For international students in Bachelor's and Master's programs.,"Bachelor, Master",JKU Linz,Austria,All Disciplines,Partial,"Tuition fee support, small grants","Academic merit, financial need",https://www.jku.at/en/studies/financing-your-studies/scholarships/,Varies,Varies,https://www.jku.at,23-Aug-2025,Limited availability for international students.,
AUT-005,University of Innsbruck Scholarships,For international students in various degree programs.,"Bachelor, Master",University of Innsbruck,Austria,All Disciplines,Partial,"Tuition fee waivers, small grants","Academic merit, financial need",https://www.uibk.ac.at/studium/studienbeitrag/stipendien/,Varies,Varies,https://www.uibk.ac.at,23-Aug-2025,Mostly need-based support.,
AUT-006,TU Graz Scholarships,For international students in Technical and Scientific programs.,"Bachelor, Master",TU Graz,Austria,"Engineering, Natural Sciences",Partial,"Tuition fee waivers, small stipends","Academic merit, admission to TU Graz",https://www.tugraz.at/en/studies-and-teaching/studies/financing-your-studies/scholarships/,Varies,Varies,https://www.tugraz.at,23-Aug-2025,Department-specific funding available.,
AUT-007,MedUni Vienna Scholarships,For international students in Medicine and related fields.,"Bachelor, Master",MedUni Vienna,Austria,"Medicine, Dentistry, Medical Sciences",Partial,"Tuition fee waivers, small grants","Academic merit, financial need",https://www.meduniwien.ac.at/web/en/studies/financing-your-studies/scholarships/,Varies,Varies,https://www.meduniwien.ac.at,23-Aug-2025,Highly competitive in medical fields.,
AUT-008,University of Salzburg Scholarships,For international students in various disciplines.,"Bachelor, Master",University of Salzburg,Austria,All Disciplines,Partial,"Tuition fee waivers, small grants","Academic merit, financial need",https://www.plus.ac.at/studium/studienbeitrag/stipendien/,Varies,Varies,https://www.plus.ac.at,23-Aug-2025,Limited scholarships available.,
AUT-009,ADC Scholarships,For students from developing countries to study in Austria.,"Master, PhD",Austrian Universities,Austria,Development-Related Fields,Yes,"Full tuition, monthly stipend, travel costs, health insurance","Citizenship of ADC partner country, academic excellence",https://www.entwicklung.at/en/,Varies,Varies,https://www.entwicklung.at,23-Aug-2025,Focus on development studies.,
AUT-010,Austrian UAS Scholarships,For international students at Universities of Applied Sciences.,"Bachelor, Master",Various UAS,Austria,"Applied Sciences, Technology, Business",Partial,"Tuition fee reductions, small grants","Academic merit, financial need",Varies by institution,Varies,Varies,Varies by institution,23-Aug-2025,Check with individual Fachhochschulen for opportunities.,
BEL-001,ARES Scholarships,For students from developing countries to pursue a Master's or training in Belgium.,"Master, Training",ARES Partner Universities,Belgium,Development-Related Fields,Yes,"Full tuition, travel, insurance, living allowance, settling-in allowance","Citizenship of a developing country, relevant academic background",https://www.ares-ac.be/en/cooperation-au-developpement/scholarships,October,January (annual),https://www.ares-ac.be,23-Aug-2025,Focus on contributing to development in the scholar's home country.,
BEL-002,KU Leuven Science Scholarships,For international students for Master's programs in the Faculty of Science.,Master,KU Leuven,Belgium,"Science, Technology, Engineering, Mathematics",Partial,"€10,000 for one year","Academic excellence, admission to a Master's program in Science at KU Leuven",https://wet.kuleuven.be/english/science_scholarship,November,February 15 (annual),https://www.kuleuven.be,23-Aug-2025,Highly competitive; requires a strong academic background.,
BEL-003,Ghent University Top-up Grants,For students from developing countries already receiving a scholarship.,"Master, PhD",Ghent University,Belgium,All Disciplines,Partial,"Monthly allowance (approx. €1,000)","Must have a primary scholarship, citizenship of a developing country",https://www.ugent.be/en/research/funding/devcooperation/topupgrants,Varies,Varies,https://www.ugent.be,23-Aug-2025,Designed to supplement other funding.,
BEL-004,VLIR-UOS Scholarships,For students from developing countries to study select Master's programs in Flanders.,Master,Flemish Universities,Belgium,Development-Related Fields,Yes,"Covers tuition, travel, insurance, and a substantial living allowance","Citizenship of a VLIR-UOS country, age, professional experience",https://www.vliruos.be/en/scholarships,November,Varies by program (Typically Feb-Mar),https://www.vliruos.be,23-Aug-2025,Focus on sustainable development.,
BEL-005,UCLouvain Scholarships,For international students in Master's and PhD programs.,"Master, PhD",UCLouvain,Belgium,All Disciplines,Partial,"Tuition fee reduction, sometimes a grant","Academic merit, financial need, admission to UCLouvain",https://uclouvain.be/en/study/fees-financial-aid-and-scholarships.html,Varies,Varies,https://www.uclouvain.be,23-Aug-2025,Check with the international office for specific options.,
BEL-006,University of Antwerp Scholarships,For talented students from all over the world.,Master,University of Antwerp,Belgium,All Disciplines,Partial,Tuition waiver,"Academic excellence, admission to a Master's program at UAntwerp",https://www.uantwerpen.be/en/study/scholarships/,February,Varies,https://www.uantwerpen.be,23-Aug-2025,The amount is deducted from the tuition fee.,
BEL-007,Antwerp Management School Scholarships,For international students in Master's programs at the business school.,Master,Antwerp Management School,Belgium,"Business, Management",Partial,Up to 50% tuition fee reduction,"Academic and/or professional excellence, motivation",https://www.antwerpmanagementschool.be/en/financing-your-studies/scholarships/,Varies,Varies,https://www.antwerpmanagementschool.be,23-Aug-2025,Requires a separate motivation letter for the scholarship.,
BEL-008,Brussels School of Governance Scholarships,For students in international affairs and governance programs.,Master,Brussels School of Governance,Belgium,"International Affairs, Political Science, Governance",Partial,Tuition fee reduction (amount varies),"Academic merit, motivation, financial need",https://www.brusselschoolofgovernance.eu/education/masters/scholarships,Varies,Varies,https://www.brusselschoolofgovernance.eu,23-Aug-2025,Located in the heart of EU decision-making.,
BEL-009,Hasselt University Scholarships,For motivated international students in various programs.,"Bachelor, Master",Hasselt University,Belgium,All Disciplines,Partial,Tuition waiver,"Academic merit, admission to Hasselt University",https://www.uhasselt.be/en/international/international-students/tuition-fees-scholarships,Varies,Varies,https://www.uhasselt.be,23-Aug-2025,Limited number of scholarships available.,
BEL-010,Solvay Brussels School Scholarships,For students in Economics and Management programs.,Master,Solvay Brussels School,Belgium,"Economics, Business, Management",Partial,Tuition fee reduction,"Academic excellence, admission to a Solvay Master's program",https://solvay.brussels/finance,Varies,Varies,https://solvay.brussels,23-Aug-2025,Part of the Université libre de Bruxelles (ULB).,
IRL-001,Government of Ireland International Education Scholarship,For high-calibre international students to study in Ireland.,"Master, PhD",Irish Universities,Ireland,All Disciplines,Yes,"€10,000 stipend + full tuition fee waiver","Academic excellence, leadership potential, non-EU citizenship",https://www.hea.ie/,October,March (annual),https://www.educationinireland.com,23-Aug-2025,Highly prestigious and competitive national scholarship.,
IRL-002,Trinity College Dublin Global Scholarship,For non-EU students undertaking a postgraduate program at Trinity.,"Master, PhD",Trinity College Dublin,Ireland,All Disciplines,Partial,"€5,000 towards tuition fees","Academic excellence, offer of a place at Trinity",https://www.tcd.ie/study/non-eu/postgraduate/scholarships/,Varies,Varies,https://www.tcd.ie,23-Aug-2025,One of Ireland's oldest and most renowned universities.,
IRL-003,UCD Global Scholarships,For outstanding international students across all disciplines.,"Bachelor, Master, PhD",University College Dublin,Ireland,All Disciplines,Partial,"100%, 50%, or 30% tuition fee reduction","Academic merit, offer of a place at UCD",https://www.ucd.ie/global/scholarships/,Varies,Varies,https://www.ucd.ie,23-Aug-2025,Ireland's largest university; many school-specific scholarships available.,
IRL-004,NUIG International Student Scholarships,For high-achieving international students at undergraduate and postgraduate levels.,"Bachelor, Master, PhD",National University of Ireland Galway,Ireland,All Disciplines,Partial,"€2,000 - €4,000 towards tuition fees","Academic excellence, offer of a place at NUIG",https://www.nuigalway.ie/international-students/finance/scholarships/,Varies,Varies,https://www.nuigalway.ie,23-Aug-2025,Strong focus on research and innovation.,
IRL-005,UCC Quercus Talented Students Scholarships,For outstanding undergraduate students across all disciplines.,Bachelor,University College Cork,Ireland,All Disciplines,Partial,"€2,000 - €5,000 per year","Exceptional academic achievement, talent in arts/sports, leadership",https://www.ucc.ie/en/quercus/,Varies,Varies,https://www.ucc.ie,23-Aug-2025,Aims to support and nurture student talent.,
IRL-006,DCU International Student Scholarships,For non-EU students based on academic merit.,"Bachelor, Master",Dublin City University,Ireland,All Disciplines,Partial,"€2,000 - €5,000 reduction in tuition fees","Academic excellence, offer of a place at DCU",https://www.dcu.ie/studentfinance/scholarships.shtml,Varies,Varies,https://www.dcu.ie,23-Aug-2025,Modern university with strong industry links.,
IRL-007,Maynooth University Scholarships,For international students at undergraduate and postgraduate levels.,"Bachelor, Master, PhD",Maynooth University,Ireland,All Disciplines,Partial,"€1,000 - €3,000 towards tuition fees","Academic merit, offer of a place at Maynooth",https://www.maynoothuniversity.ie/study-maynooth/postgraduate-studies/fees-funding-scholarships,Varies,Varies,https://www.maynoothuniversity.ie,23-Aug-2025,Ireland's fastest-growing university.,
IRL-008,TU Dublin International Scholarships,For new international students based on previous academic performance.,"Bachelor, Master",Technological University Dublin,Ireland,All Disciplines,Partial,"€1,000 - €2,000 towards tuition fees","Academic merit, offer of a place at TU Dublin",https://www.tudublin.ie/study/international/tu-dublin-international-student-scholarships/,Varies,Varies,https://www.tudublin.ie,23-Aug-2025,Ireland's first technological university.,
IRL-009,Irish Research Council Scholarships,For postgraduate research across all disciplines.,"Master, PhD",Irish Universities,Ireland,All Disciplines,Yes,"€18,500 stipend per year + tuition fees + research expenses","Academic excellence, research potential",https://research.ie/,Varies,Varies,https://research.ie,23-Aug-2025,Prestigious national funding for research.,
IRL-010,Smurfit School Scholarships,For students in MBA and Masters programs at Ireland's top business school.,Master,UCD Smurfit School,Ireland,"Business, Management, Finance",Partial,25% - 100% tuition fee reduction,"Academic and professional excellence, leadership potential",https://www.smurfitschool.ie/programmes/,Varies,Varies,https://www.smurfitschool.ie,23-Aug-2025,Multiple scholarships available for different programs.,
NZL-001,New Zealand Manakai Scholarship,For students from Pacific countries to undertake undergraduate or postgraduate study.,"Bachelor, Master, PhD",New Zealand Universities,New Zealand,All Disciplines,Yes,"Full tuition, living allowance, travel, medical insurance","Citizenship of eligible Pacific country, academic merit",https://www.mfat.govt.nz/en/aid-and-development/scholarships/,February,March (annual),https://www.mfat.govt.nz,23-Aug-2025,Focus on building skills for development in Pacific nations.,ENG: IELTS 6.5
NZL-002,University of Auckland Excellence Scholarship,For new international students undertaking undergraduate or postgraduate study.,"Bachelor, Master, PhD",University of Auckland,New Zealand,All Disciplines,Partial,"Up to $10,000 NZD tuition fee reduction","Academic excellence, offer of place at University of Auckland",https://www.auckland.ac.nz/en/study/scholarships-and-awards/international-scholarships.html,Varies,Varies,https://www.auckland.ac.nz,23-Aug-2025,New Zealand's largest university.,ENG: IELTS 6.5
NZL-003,University of Otago Research Master's Scholarship,For international students undertaking a research-based Master's degree.,Master,University of Otago,New Zealand,All Disciplines,Yes,"$17,172 NZD stipend + domestic tuition fees waiver","Academic excellence, enrollment in thesis-based Master's",https://www.otago.ac.nz/study/scholarships/database/otago036.html,Varies,Varies,https://www.otago.ac.nz,23-Aug-2025,New Zealand's oldest university.,ENG: IELTS 6.5
NZL-004,Victoria University of Wellington Tongarewa Scholarship,Celebrates the University's commitment to international students.,"Bachelor, Master",Victoria University of Wellington,New Zealand,All Disciplines,Partial,"$5,000 or $10,000 NZD towards tuition fees","Academic merit, offer of place at VUW",https://www.wgtn.ac.nz/scholarships/current/tongarewa,Trimester 1: November; Trimester 2: April,Varies,https://www.wgtn.ac.nz,23-Aug-2025,Applicants must be paying international fees.,ENG: IELTS 6.5
NZL-005,University of Canterbury First Year Scholarship,For international students beginning an undergraduate degree.,Bachelor,University of Canterbury,New Zealand,All Disciplines,Partial,"$10,000, $15,000, or $20,000 NZD towards tuition fees","Academic excellence, offer of place at UC",https://www.canterbury.ac.nz/scholarships/search/,August,August (annual),https://www.canterbury.ac.nz,23-Aug-2025,Based on high school academic performance.,ENG: IELTS 6.5
NZL-006,Lincoln University Pathway Scholarship,For international students entering undergraduate studies after a pathway program.,Bachelor,Lincoln University,New Zealand,"Agriculture, Environment, Tourism, Business",Partial,"$3,000 - $5,000 NZD towards tuition fees","Completion of pathway program, offer of place at Lincoln",https://www.lincoln.ac.nz/study/scholarships/,Varies,Varies,https://www.lincoln.ac.nz,23-Aug-2025,Specializes in land-based sectors.,ENG: IELTS 6.5
NZL-007,Massey University Excellence Scholarships,For high-achieving international students at undergraduate and postgraduate levels.,"Bachelor, Master, PhD",Massey University,New Zealand,All Disciplines,Partial,"$3,000 - $10,000 NZD towards tuition fees","Academic excellence, offer of place at Massey",https://www.massey.ac.nz/study/scholarships/,Varies,Varies,https://www.massey.ac.nz,23-Aug-2025,Offers distance learning options.,ENG: IELTS 6.5
NZL-008,AUT International Scholarships,For new international students at undergraduate and postgraduate levels.,"Bachelor, Master, PhD",Auckland University of Technology,New Zealand,All Disciplines,Partial,"$2,000 - $7,000 NZD towards tuition fees","Academic merit, offer of place at AUT",https://www.aut.ac.nz/study/fees-and-scholarships/scholarships,Varies,Varies,https://www.aut.ac.nz,23-Aug-2025,New Zealand's second-largest university.,ENG: IELTS 6.5
NZL-009,University of Waikato International Excellence Scholarship,For high-achieving international students at undergraduate and postgraduate levels.,"Bachelor, Master, PhD",University of Waikato,New Zealand,All Disciplines,Partial,"Up to $10,000 NZD towards tuition fees","Academic excellence, offer of place at Waikato",https://www.waikato.ac.nz/study/scholarships/,Varies,Varies,https://www.waikato.ac.nz,23-Aug-2025,Strong programs in management and computer science.,ENG: IELTS 6.5
NZL-010,New Zealand Pacific Scholarships,For citizens of Pacific countries to study in New Zealand at undergraduate or postgraduate level.,"Bachelor, Master, PhD",New Zealand Universities,New Zealand,All Disciplines,Yes,"Full tuition, living allowance, travel, medical insurance","Citizenship of eligible Pacific country, academic merit",https://www.mfat.govt.nz/en/aid-and-development/scholarships/,February,March (annual),https://www.mfat.govt.nz,23-Aug-2025,Aims to develop skills to contribute to home country development.,ENG: IELTS 6.5
KOR-001,Korean Government Scholarship Program (KGSP),For international students to undertake undergraduate and graduate studies in Korea.,"Bachelor, Master, PhD",Korean Universities,South Korea,All Disciplines,Yes,"Full tuition, airfare, living allowance, language training, medical insurance","Academic excellence, under 25 (UG) or 40 (Grad), non-Korean citizenship",https://www.studyinkorea.go.kr,February,Varies by country,https://www.studyinkorea.go.kr,23-Aug-2025,Also known as the Global Korea Scholarship (GKS).,ENG: IELTS 6.0 | KOR: TOPIK 4
KOR-002,SNU President Fellowship,For international students applying for PhD programs at SNU.,PhD,Seoul National University,South Korea,All Disciplines,Yes,"Full tuition, living expenses, airfare, Korean language training","Admission to a PhD program at SNU, academic excellence",https://en.snu.ac.kr/admission/graduate/fellowship,Varies,Varies,https://en.snu.ac.kr,23-Aug-2025,South Korea's most prestigious university.,ENG: IELTS 6.0 | KOR: TOPIK 5
KOR-003,KAIST Scholarship,For all admitted international students at KAIST.,"Bachelor, Master, PhD",KAIST,South Korea,"Science, Technology, Engineering, Math",Yes,"Full tuition, monthly living stipend, medical insurance","Admission to KAIST, academic excellence",https://admission.kaist.ac.kr/intl/,Varies,Varies,https://www.kaist.ac.kr,23-Aug-2025,One of Asia's leading science and technology institutes.,ENG: IELTS 6.0 | KOR: TOPIK 6
KOR-004,POSTECH Scholarship,For all admitted international students at POSTECH.,"Bachelor, Master, PhD",POSTECH,South Korea,"Science, Technology, Engineering, Math",Yes,"Full tuition, monthly living stipend, airfare, medical insurance","Admission to POSTECH, academic excellence",https://international.postech.ac.kr/,Varies,Varies,https://www.postech.ac.kr,23-Aug-2025,Focused on science and technology.,ENG: IELTS 6.0 | KOR: TOPIK 7
KOR-005,Yonsei UIC Scholarship,For international students in the liberal arts college of Yonsei University.,Bachelor,Yonsei University,South Korea,"Liberal Arts, International Studies",Partial,30% to 100% tuition waiver,"Academic excellence, admission to UIC",https://uic.yonsei.ac.kr,Varies,Varies,https://uic.yonsei.ac.kr,23-Aug-2025,All courses taught in English.,ENG: IELTS 6.0 | KOR: TOPIK 8
KOR-006,Korea University Scholarship,For international students at Korea University.,"Bachelor, Master, PhD",Korea University,South Korea,All Disciplines,Partial,30% to 100% tuition waiver,"Academic excellence, admission to Korea University",https://oia.korea.ac.kr,Varies,Varies,https://www.korea.edu,23-Aug-2025,One of Korea's oldest and most prestigious universities.,ENG: IELTS 6.0 | KOR: TOPIK 9
KOR-007,SKKU Global Scholarship,For international students at SKKU.,"Bachelor, Master, PhD",Sungkyunkwan University,South Korea,All Disciplines,Partial,30% to 100% tuition waiver,"Academic excellence, admission to SKKU",https://isc.skku.edu/,Varies,Varies,https://www.skku.edu,23-Aug-2025,Korea's oldest university.,ENG: IELTS 6.0 | KOR: TOPIK 10
KOR-008,Hanyang University Scholarship,For international students at Hanyang University.,"Bachelor, Master, PhD",Hanyang University,South Korea,All Disciplines,Partial,30% to 100% tuition waiver,"Academic excellence, admission to Hanyang",https://www.hanyang.ac.kr,Varies,Varies,https://www.hanyang.ac.kr,23-Aug-2025,Strong engineering and business programs.,ENG: IELTS 6.0 | KOR: TOPIK 11
KOR-009,Ewha Scholarship,For international students at the world's largest female educational institute.,"Bachelor, Master, PhD",Ewha Womans University,South Korea,All Disciplines,Partial,30% to 100% tuition waiver,"Academic excellence, admission to Ewha",https://www.ewha.ac.kr,Varies,Varies,https://www.ewha.ac.kr,23-Aug-2025,Also accepts male students for graduate programs.,ENG: IELTS 6.0 | KOR: TOPIK 12
KOR-010,GIST Scholarship,For all admitted international students at GIST.,"Master, PhD",GIST,South Korea,"Science, Technology, Engineering",Yes,"Full tuition, monthly stipend, airfare, medical insurance","Admission to GIST, academic excellence",https://www.gist.ac.kr,Varies,Varies,https://www.gist.ac.kr,23-Aug-2025,Focused on research and innovation.,ENG: IELTS 6.0 | KOR: TOPIK 13
JPN-001,MEXT Scholarship,"Fully-funded scholarship by the Japanese Ministry of Education, Culture, Sports, Science and Technology.","Bachelor, Master, PhD, Research",Japanese Universities,Japan,All Disciplines,Yes,"Full tuition, monthly allowance, round-trip airfare, Japanese language training","Academic excellence, age limits apply, non-Japanese citizenship",https://www.studyinjapan.go.jp/en/,Varies,Varies by embassy/university,https://www.mext.go.jp,23-Aug-2025,The most prestigious Japanese government scholarship.,NG: IELTS 6.0 | JPN: JLPT N2
JPN-002,University of Tokyo Fellowship,For international students pursuing graduate studies at Todai.,"Master, PhD",University of Tokyo,Japan,All Disciplines,Partial,"Monthly stipend (varies by program), tuition support","Academic excellence, admission to UTokyo",https://www.u-tokyo.ac.jp/en/prospective-students/graduate_scholarships.html,Varies,Varies,https://www.u-tokyo.ac.jp,23-Aug-2025,Japan's highest-ranked university.,NG: IELTS 6.0 | JPN: JLPT N2
JPN-003,Kyoto University Scholarships,Various funding options for international students at Kyoto University.,"Bachelor, Master, PhD",Kyoto University,Japan,All Disciplines,Partial,"Tuition waiver, monthly allowance (varies by scholarship)","Academic merit, admission to Kyoto University",https://www.kyoto-u.ac.jp/en/education-campus/current/scholarships,Varies,Varies,https://www.kyoto-u.ac.jp,23-Aug-2025,One of Asia's top research-oriented institutions.,NG: IELTS 6.0 | JPN: JLPT N2
JPN-004,Osaka University Scholarships,Support for international students at undergraduate and graduate levels.,"Bachelor, Master, PhD",Osaka University,Japan,All Disciplines,Partial,"Tuition exemption, monthly stipend (varies by program)","Academic excellence, admission to Osaka University",https://www.osaka-u.ac.jp/en/education/scholarships,Varies,Varies,https://www.osaka-u.ac.jp,23-Aug-2025,Particularly strong in science and engineering.,NG: IELTS 6.0 | JPN: JLPT N2
JPN-005,Tokyo Tech Scholarships,For international students in science and technology programs.,"Bachelor, Master, PhD",Tokyo Institute of Technology,Japan,"Science, Technology, Engineering",Partial,"Tuition waiver, monthly allowance (varies by scholarship)","Academic merit, admission to Tokyo Tech",https://www.titech.ac.jp/english/admissions/prospective/scholarships/,Varies,Varies,https://www.titech.ac.jp,23-Aug-2025,Japan's leading science and technology university.,NG: IELTS 6.0 | JPN: JLPT N2
